title,link,description,pubdate,location
SRE Site Reliability Engineer,https://cryptojobslist.com/jobs/sre-site-reliability-engineer-obol-lisbon-portugal, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Web3 Research Jobs  Blockchain Community Jobs  Blockchain Operations Jobs  Cryptocurrency Security Jobs  Web3 Developer Jobs  Blockchain Engineering Jobs  Blockchain Web3 Jobs  Blockchain Golang Jobs  Cryptocurrency Discord Jobs  Cryptocurrency Python Jobs  Blockchain Defi Jobs  Web3 Solidity Jobs  Web3 Move Jobs  Web3 Sre Jobs  Web3 Ethereum Jobs  Blockchain Full Time Jobs Who Are WeObol Labs is a remotefirst research and software development team focused on Proof of Stake infrastructure for public blockchain networks Specific topics of focus are Internet Bonds Distributed Validator Technology and MultiOperator Validation The core team includes 14 members spread across 8 countriesThe core team is building the Obol Network a protocol to foster trustminimized staking through multioperator validation This will enable lowtrust access to Ethereum staking yield which can be used as a core building block in various Web3 productsThe NetworkThe netw,2023-03-04 00:00:00,Lisbon Portugal
Compliance Monitoring and Testing Program Lead,https://cryptojobslist.com/jobs/compliance-monitoring-and-testing-program-lead-bitstamp-united-states, Tags Cryptocurrency Jobs  Cryptocurrency Legal Jobs  Blockchain Security Jobs  Cryptocurrency Exchange Jobs  Web3 Aml Jobs  Cryptocurrency Compliance Jobs  Web3 Kyc Jobs  Web3 Senior Jobs  Blockchain Finance Jobs  Cryptocurrency Accounting Jobs  Blockchain Full Time Jobs  Cryptocurrency Remote Jobs Bitstamp is the original Cryptocurrency Exchange We started small in 2011 with just two laptops and big aspirations Fast forward to today and we have grown to serve over 4 million clients across the globe who benefit from our commitment to security transparency and regulation Whether its through our intuitive web and mobile apps or arsenal of industryleading APIs Bitstamp is where crypto enters the world of financeOur success is a result of the innovative ideas talented individuals and passion of our team Together we have helped shaped the crypto industry and continue to do so We are always on the lookout for new talent and cryptocurious thinkers who share our passion for the future of fina,2023-03-04 00:00:00,United States
Head of Social,https://cryptojobslist.com/jobs/head-of-social-stickies-los-angeles, Tags Cryptocurrency Jobs  Cryptocurrency Marketing Jobs  Cryptocurrency Web3 Jobs  Cryptocurrency Social Media Jobs  Blockchain Full Time Jobs  Cryptocurrency Community Manager Jobs What youll do  Build a groundbreaking internetfirst brand that will surprise and delight Partner with us to design our social media campaigns that raise brand awareness define our tone and increase our reach Design some irreverent contests and stunts that make you laugh Run our social media accounts Twitter Instagram Farcaster Set aggressive growth goals and blow through them Be design capable concept and design lowlift assets to post on social Devise organize and manage marketing campaigns that span different formats eg print video social Dive headfirst into the wacky world of digital identity and web3 Stay in tune with the zeitgeist specifically web3 Roll your eyes a little bit at the term zeitgeist  What youll bring  3 years experience as a social media manager growth lead screenwriter designer or shitp,2023-03-04 00:00:00,Los Angeles
Technical Program Manager  Engineering Roadmap,https://jobs.mashable.com/jobs/technical-program-manager-engineering-roadmap-mountain-view-ca-94041-134072341-d?contextType=rss&widget=1&type=job&,Geomagical Labs  Geomagical Labs is a visual AI RampD lab of IKEA Our product IKEA Kreativ lets customers scan 3D models of their indoor spaces then refurnish then,2023-03-04 00:00:00,NaN
Technical Program Manager  IKEA Kreativ Engineering,https://jobs.mashable.com/jobs/technical-program-manager-ikea-kreativ-engineering-mountain-view-ca-94041-134074614-d?contextType=rss&widget=1&type=job&,Geomagical Labs  Geomagical Labs is a visual AI RampD lab of IKEA Our product IKEA Kreativ lets customers scan 3D models of their indoor spaces then refurnish then,2023-03-04 00:00:00,NaN
Amplify Lead Solutions is hiring for a position of Freelance UIVisual Designer in Remote,https://findbacon.com/job/amplify-lead-solutions-is-hiring-for-a-position-of-freelance-ui-visual-desi,NaN,,NaN
Technical Product Manager,https://cryptojobslist.com/jobs/technical-product-manager-chronicled-com-remote-usa, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Blockchain Product Manager Jobs  Cryptocurrency Developer Jobs  Cryptocurrency Engineering Jobs  Blockchain Quality Assurance Jobs  Cryptocurrency Manager Jobs  Cryptocurrency Full Time Jobs Chronicled is reshaping and streamlining business processes in the Pharmaceutical industry using the latest technological achievements and proprietary advancements based on Blockchain and advanced cryptography It has established the decentralized MediLedger Network which connects the pharmaceutical industry and runs some of its most mission critical processes It is one of the leading players in the blockchain industry and is ushering a new enterprise software paradigm that respects privacy and gives control back to the companies As a Technical Product Manager at Chronicled you will be working with a crossfunctional team of engineers QA software architects and customer success to plan and deliver blockchainbased enterprise products through careful p,2023-03-04 00:00:00,Remote USA
Safety Developer  WordPress Maintenace  Cause Marketing Partner,https://jobs.wordpress.net/job/safety-developer-wordpress-maintenace-cause-marketing-partner/,ASF an NPO leader in driving safety since 1988 has international lifesaving research and valuable IP at carsafeorg This public safety work requires expedition and FOLLOWING INSTRUCTIONS including the ones in this ad so please read the ad details carefully Most developers in the past have concern for public safety work and work pro bono for 8230,2023-03-05 00:00:00,NaN
WordPress Developer,https://jobs.wordpress.net/job/wordpress-developer-793/,Job Title WordPress Developer for httpjomerecordonline Job Description We are seeking a talented and experienced WordPress Developer to join our team The successful candidate will be responsible for developing custom WordPress plugins themes and integrations to meet the needs of our clients The ideal candidate will have a strong understanding of PHP MySQL HTML CSS 8230,2023-03-05 00:00:00,NaN
WhyCharlie SEO Manager,https://weworkremotely.com/remote-jobs/whycharlie-seo-manager,  Headquarters Remote URL httpwhycharliecom   WhyCharlie is a media site answering questions people might haveAs an SEO Specialist for WhyCharlie you will be responsible for the organic search performance You will take ownership of the strategic development and execution of our organic search performance while working closely with rest of the team You will drive the strategy and build action plans to further improve their organic traffic ranking and conversions and take lead in implementing changes to our websites architecture content framework linking and other factors to ensure SEO successDay to Day Responsibilities  Maintain full ownership of the SEO performance and identify key opportunities to drive growth Establish a process of launching SEO projects crossfunctionally owning the execution and analysis of each project Set and manage a budget and work with external resources to facilitate growth Identify plan and execute technical SEO recommendations for our brands Develop and impl,2023-03-05 00:00:00,NaN
Proven Virtual Assessments is hiring for a position of VFXGFX Design Lead in Remote,https://dribbble.com/jobs/204641-VFX-GFX-Design-Lead?source=feed,NaN,2023-03-05 00:00:00,NaN
WordPress Designer,https://jobs.wordpress.net/job/wordpress-designer-54/,ob Title WordPress Designer for httpjomirecordonline Job Description We are seeking a skilled and experienced WordPress Designer to join our team The successful candidate will be responsible for designing and developing custom WordPress themes and templates that meet the needs of our clients The ideal candidate will have a strong understanding of HTML CSS PHP 8230,2023-03-05 00:00:00,NaN
Protopia Customer Success Manager,https://weworkremotely.com/remote-jobs/protopia-customer-success-manager,  Headquarters Raleigh NC USA URL httpswwwprotopiaco  All weve ever wanted to do is help humans connect because it makes us feel awesome And because good things can happen So we built smart artificial intelligence technology to help alumni and students network for advice support and introductions On their terms and without friction dont get us started on whats wrong with how universities are doing it today Just simple and humane  But we need help to do more of that a lot more Were looking to add a Customer Success Manager to partner with and support our customers that are increasingly all over the globe Oh and before you learn more about the role please check out the fine print at the end Its really important for us to find the right person and not to waste your time In turn we expect the same of you Not a downer but transparency and honesty and critical values for us because well life is short  What does that look like  First and foremost build awesome relationships with our customers,2023-03-05 00:00:00,NaN
